Week_end,Indicator,High_industry,Value
2021-02-21,Number of paid jobs - 6 days,A Primary,39570
2021-02-21,Number of paid jobs - 6 days,B Goods Producing,268840
2021-02-21,Number of paid jobs - 6 days,C Services,500500
2021-02-21,Number of paid jobs - 6 days,Z No Match,33010
2021-02-28,Number of paid jobs - 34 days,Total,2251150
2021-02-28,Number of paid jobs - 34 days,A Primary,107570
2021-02-28,Number of paid jobs - 34 days,B Goods Producing,427570
2021-02-28,Number of paid jobs - 34 days,C Services,1657990
2021-02-28,Number of paid jobs - 34 days,Z No Match,58030
2021-02-28,Number of paid jobs - 20 days,Total,1960320
2021-02-28,Number of paid jobs - 20 days,A Primary,86670
2021-02-28,Number of paid jobs - 20 days,B Goods Producing,368260
2021-02-28,Number of paid jobs - 20 days,C Services,1454740
2021-02-28,Number of paid jobs - 20 days,Z No Match,50640
2021-02-28,Number of paid jobs - 6 days,Total,857600
2021-02-28,Number of paid jobs - 6 days,A Primary,40540
2021-02-28,Number of paid jobs - 6 days,B Goods Producing,268930
2021-02-28,Number of paid jobs - 6 days,C Services,506950
2021-02-28,Number of paid jobs - 6 days,Z No Match,41170
2021-03-07,Number of paid jobs - 34 days,Total,2240020
2021-03-07,Number of paid jobs - 34 days,A Primary,105600
2021-03-07,Number of paid jobs - 34 days,B Goods Producing,425730
2021-03-07,Number of paid jobs - 34 days,C Services,1650560
2021-03-07,Number of paid jobs - 34 days,Z No Match,58130
2021-03-07,Number of paid jobs - 20 days,Total,1978650
2021-03-07,Number of paid jobs - 20 days,A Primary,85150
2021-03-07,Number of paid jobs - 20 days,B Goods Producing,366150
2021-03-07,Number of paid jobs - 20 days,C Services,1475340
2021-03-07,Number of paid jobs - 20 days,Z No Match,52010
2021-03-07,Number of paid jobs - 6 days,Total,742680
2021-03-07,Number of paid jobs - 6 days,A Primary,35430
2021-03-07,Number of paid jobs - 6 days,B Goods Producing,242330
2021-03-07,Number of paid jobs - 6 days,C Services,428450
2021-03-07,Number of paid jobs - 6 days,Z No Match,36470
2021-03-14,Number of paid jobs - 34 days,Total,2258370
2021-03-14,Number of paid jobs - 34 days,A Primary,105360
2021-03-14,Number of paid jobs - 34 days,B Goods Producing,427080
2021-03-14,Number of paid jobs - 34 days,C Services,1666790
2021-03-14,Number of paid jobs - 34 days,Z No Match,59140
2021-03-14,Number of paid jobs - 20 days,Total,1993460
2021-03-14,Number of paid jobs - 20 days,A Primary,84700
2021-03-14,Number of paid jobs - 20 days,B Goods Producing,367190
2021-03-14,Number of paid jobs - 20 days,C Services,1488850
2021-03-14,Number of paid jobs - 20 days,Z No Match,52720
2021-03-14,Number of paid jobs - 6 days,Total,741180
2021-03-14,Number of paid jobs - 6 days,A Primary,36970
2021-03-14,Number of paid jobs - 6 days,B Goods Producing,252850
2021-03-14,Number of paid jobs - 6 days,C Services,447480
2021-03-14,Number of paid jobs - 6 days,Z No Match,3880
2021-03-21,Number of paid jobs - 34 days,Total,2265540
2021-03-21,Number of paid jobs - 34 days,A Primary,105760
2021-03-21,Number of paid jobs - 34 days,B Goods Producing,428040
2021-03-21,Number of paid jobs - 34 days,C Services,1673760
2021-03-21,Number of paid jobs - 34 days,Z No Match,57980
2021-03-21,Number of paid jobs - 20 days,Total,1995120
2021-03-21,Number of paid jobs - 20 days,A Primary,84070
2021-03-21,Number of paid jobs - 20 days,B Goods Producing,367440
2021-03-21,Number of paid jobs - 20 days,C Services,1490520
2021-03-21,Number of paid jobs - 20 days,Z No Match,53100
2021-03-21,Number of paid jobs - 6 days,Total,867780
2021-03-21,Number of paid jobs - 6 days,A Primary,39100
2021-03-21,Number of paid jobs - 6 days,B Goods Producing,269630
2021-03-21,Number of paid jobs - 6 days,C Services,518020
2021-03-21,Number of paid jobs - 6 days,Z No Match,41030
2021-03-28,Number of paid jobs - 34 days,Total,2261020
2021-03-28,Number of paid jobs - 34 days,A Primary,105920
2021-03-28,Number of paid jobs - 34 days,B Goods Producing,428210
2021-03-28,Number of paid jobs - 34 days,C Services,1667890
2021-03-28,Number of paid jobs - 34 days,Z No Match,59000
2021-03-28,Number of paid jobs - 20 days,Total,1991240
2021-03-28,Number of paid jobs - 20 days,A Primary,84700
2021-03-28,Number of paid jobs - 20 days,B Goods Producing,368010
2021-03-28,Number of paid jobs - 20 days,C Services,1484600
2021-03-28,Number of paid jobs - 20 days,Z No Match,53940
2021-03-28,Number of paid jobs - 6 days,Total,840790
2021-03-28,Number of paid jobs - 6 days,A Primary,36800
2021-03-28,Number of paid jobs - 6 days,B Goods Producing,261500
2021-03-28,Number of paid jobs - 6 days,C Services,501570
2021-03-28,Number of paid jobs - 6 days,Z No Match,40930
2021-04-04,Number of paid jobs - 34 days,Total,2269370
2021-04-04,Number of paid jobs - 34 days,A Primary,104110
2021-04-04,Number of paid jobs - 34 days,B Goods Producing,430020
2021-04-04,Number of paid jobs - 34 days,C Services,1673350
2021-04-04,Number of paid jobs - 34 days,Z No Match,61880
2021-04-04,Number of paid jobs - 20 days,Total,1990960
2021-04-04,Number of paid jobs - 20 days,A Primary,82560
2021-04-04,Number of paid jobs - 20 days,B Goods Producing,368360
2021-04-04,Number of paid jobs - 20 days,C Services,1486290
2021-04-04,Number of paid jobs - 20 days,Z No Match,53750
2021-04-04,Number of paid jobs - 6 days,Total,857490
2021-04-04,Number of paid jobs - 6 days,A Primary,37540
2021-04-04,Number of paid jobs - 6 days,B Goods Producing,268360
2021-04-04,Number of paid jobs - 6 days,C Services,509040
2021-04-04,Number of paid jobs - 6 days,Z No Match,42560
2021-04-11,Number of paid jobs - 34 days,Total,2269600
2021-04-11,Number of paid jobs - 34 days,A Primary,102590
2021-04-11,Number of paid jobs - 34 days,B Goods Producing,428500
2021-04-11,Number of paid jobs - 34 days,C Services,1679640
2021-04-11,Number of paid jobs - 34 days,Z No Match,58880
2021-04-11,Number of paid jobs - 20 days,Total,2004660
2021-04-11,Number of paid jobs - 20 days,A Primary,82450
2021-04-11,Number of paid jobs - 20 days,B Goods Producing,368430
2021-04-11,Number of paid jobs - 20 days,C Services,1498690
2021-04-11,Number of paid jobs - 20 days,Z No Match,55100
2021-04-11,Number of paid jobs - 6 days,Total,857130
2021-04-11,Number of paid jobs - 6 days,A Primary,38130
2021-04-11,Number of paid jobs - 6 days,B Goods Producing,264690
2021-04-11,Number of paid jobs - 6 days,C Services,512410
2021-04-11,Number of paid jobs - 6 days,Z No Match,41900
2021-04-18,Number of paid jobs - 34 days,Total,2273600
2021-04-18,Number of paid jobs - 34 days,A Primary,102480
2021-04-18,Number of paid jobs - 34 days,B Goods Producing,429030
2021-04-18,Number of paid jobs - 34 days,C Services,1681480
2021-04-18,Number of paid jobs - 34 days,Z No Match,60600
2021-04-18,Number of paid jobs - 20 days,Total,2003250
2021-04-18,Number of paid jobs - 20 days,A Primary,81560
2021-04-18,Number of paid jobs - 20 days,B Goods Producing,367970
2021-04-18,Number of paid jobs - 20 days,C Services,1497710
2021-04-18,Number of paid jobs - 20 days,Z No Match,56000
2021-04-18,Number of paid jobs - 6 days,Total,864390
2021-04-18,Number of paid jobs - 6 days,A Primary,37260
2021-04-18,Number of paid jobs - 6 days,B Goods Producing,269170
2021-04-18,Number of paid jobs - 6 days,C Services,514620
2021-04-18,Number of paid jobs - 6 days,Z No Match,43350
2021-04-25,Number of paid jobs - 34 days,Total,2272970
2021-04-25,Number of paid jobs - 34 days,A Primary,102000
2021-04-25,Number of paid jobs - 34 days,B Goods Producing,429290
2021-04-25,Number of paid jobs - 34 days,C Services,1680670
2021-04-25,Number of paid jobs - 34 days,Z No Match,61010
2021-04-25,Number of paid jobs - 20 days,Total,2004310
2021-04-25,Number of paid jobs - 20 days,A Primary,81220
2021-04-25,Number of paid jobs - 20 days,B Goods Producing,369110
2021-04-25,Number of paid jobs - 20 days,C Services,1500640
2021-04-25,Number of paid jobs - 20 days,Z No Match,53340
2021-04-25,Number of paid jobs - 6 days,Total,858750
2021-04-25,Number of paid jobs - 6 days,A Primary,35260
2021-04-25,Number of paid jobs - 6 days,B Goods Producing,267250
2021-04-25,Number of paid jobs - 6 days,C Services,512680
2021-04-25,Number of paid jobs - 6 days,Z No Match,43560
2021-05-02,Number of paid jobs - 34 days,Total,2275860
2021-05-02,Number of paid jobs - 34 days,A Primary,102780
2021-05-02,Number of paid jobs - 34 days,B Goods Producing,432210
2021-05-02,Number of paid jobs - 34 days,C Services,1678400
2021-05-02,Number of paid jobs - 34 days,Z No Match,62470
2021-05-02,Number of paid jobs - 20 days,Total,2000640
2021-05-02,Number of paid jobs - 20 days,A Primary,81590
2021-05-02,Number of paid jobs - 20 days,B Goods Producing,370880
2021-05-02,Number of paid jobs - 20 days,C Services,1493440
2021-05-02,Number of paid jobs - 20 days,Z No Match,54740
2021-05-02,Number of paid jobs - 6 days,Total,872300
2021-05-02,Number of paid jobs - 6 days,A Primary,37260
2021-05-02,Number of paid jobs - 6 days,B Goods Producing,271710
2021-05-02,Number of paid jobs - 6 days,C Services,518990
2021-05-02,Number of paid jobs - 6 days,Z No Match,44340
2021-05-09,Number of paid jobs - 34 days,Total,2270910
2021-05-09,Number of paid jobs - 34 days,A Primary,100050
2021-05-09,Number of paid jobs - 34 days,B Goods Producing,428950
2021-05-09,Number of paid jobs - 34 days,C Services,1682620
2021-05-09,Number of paid jobs - 34 days,Z No Match,59300
2021-05-09,Number of paid jobs - 20 days,Total,1994420
2021-05-09,Number of paid jobs - 20 days,A Primary,79840
2021-05-09,Number of paid jobs - 20 days,B Goods Producing,368730
2021-05-09,Number of paid jobs - 20 days,C Services,1490460
2021-05-09,Number of paid jobs - 20 days,Z No Match,55380
2021-05-09,Number of paid jobs - 6 days,Total,864970
2021-05-09,Number of paid jobs - 6 days,A Primary,36880
2021-05-09,Number of paid jobs - 6 days,B Goods Producing,266790
2021-05-09,Number of paid jobs - 6 days,C Services,519010
2021-05-09,Number of paid jobs - 6 days,Z No Match,42290
2021-05-16,Number of paid jobs - 34 days,Total,2271710
2021-05-16,Number of paid jobs - 34 days,A Primary,99700
2021-05-16,Number of paid jobs - 34 days,B Goods Producing,429340
2021-05-16,Number of paid jobs - 34 days,C Services,1682680
2021-05-16,Number of paid jobs - 34 days,Z No Match,60000
2021-05-16,Number of paid jobs - 20 days,Total,1996360
2021-05-16,Number of paid jobs - 20 days,A Primary,79060
2021-05-16,Number of paid jobs - 20 days,B Goods Producing,367850
2021-05-16,Number of paid jobs - 20 days,C Services,1493270
2021-05-16,Number of paid jobs - 20 days,Z No Match,56180
2021-05-16,Number of paid jobs - 6 days,Total,865480
2021-05-16,Number of paid jobs - 6 days,A Primary,36640
2021-05-16,Number of paid jobs - 6 days,B Goods Producing,269820
2021-05-16,Number of paid jobs - 6 days,C Services,516040
2021-05-16,Number of paid jobs - 6 days,Z No Match,42980
2021-05-23,Number of paid jobs - 34 days,Total,2277510
2021-05-23,Number of paid jobs - 34 days,A Primary,99860
2021-05-23,Number of paid jobs - 34 days,B Goods Producing,429870
2021-05-23,Number of paid jobs - 34 days,C Services,1687270
2021-05-23,Number of paid jobs - 34 days,Z No Match,60500
2021-05-23,Number of paid jobs - 20 days,Total,2000090
2021-05-23,Number of paid jobs - 20 days,A Primary,78780
2021-05-23,Number of paid jobs - 20 days,B Goods Producing,369500
2021-05-23,Number of paid jobs - 20 days,C Services,1497920
2021-05-23,Number of paid jobs - 20 days,Z No Match,53890
2021-05-23,Number of paid jobs - 6 days,Total,868090
2021-05-23,Number of paid jobs - 6 days,A Primary,36480
2021-05-23,Number of paid jobs - 6 days,B Goods Producing,269290
2021-05-23,Number of paid jobs - 6 days,C Services,518770
2021-05-23,Number of paid jobs - 6 days,Z No Match,43550
2021-05-30,Number of paid jobs - 34 days,Total,2275310
2021-05-30,Number of paid jobs - 34 days,A Primary,99320
2021-05-30,Number of paid jobs - 34 days,B Goods Producing,428970
2021-05-30,Number of paid jobs - 34 days,C Services,1685560
2021-05-30,Number of paid jobs - 34 days,Z No Match,61460
2021-05-30,Number of paid jobs - 20 days,Total,1998580
2021-05-30,Number of paid jobs - 20 days,A Primary,78540
2021-05-30,Number of paid jobs - 20 days,B Goods Producing,368030
2021-05-30,Number of paid jobs - 20 days,C Services,1497520
2021-05-30,Number of paid jobs - 20 days,Z No Match,54480
2021-05-30,Number of paid jobs - 6 days,Total,859300
2021-05-30,Number of paid jobs - 6 days,A Primary,35800
2021-05-30,Number of paid jobs - 6 days,B Goods Producing,267080
2021-05-30,Number of paid jobs - 6 days,C Services,515630
2021-05-30,Number of paid jobs - 6 days,Z No Match,40800
2021-06-06,Number of paid jobs - 34 days,Total,2287030
2021-06-06,Number of paid jobs - 34 days,A Primary,99900
2021-06-06,Number of paid jobs - 34 days,B Goods Producing,429920
2021-06-06,Number of paid jobs - 34 days,C Services,1694330
2021-06-06,Number of paid jobs - 34 days,Z No Match,62870
2021-06-06,Number of paid jobs - 20 days,Total,2003450
2021-06-06,Number of paid jobs - 20 days,A Primary,78250
2021-06-06,Number of paid jobs - 20 days,B Goods Producing,368210
2021-06-06,Number of paid jobs - 20 days,C Services,1501310
2021-06-06,Number of paid jobs - 20 days,Z No Match,55670
2021-06-06,Number of paid jobs - 6 days,Total,863640
2021-06-06,Number of paid jobs - 6 days,A Primary,36060
2021-06-06,Number of paid jobs - 6 days,B Goods Producing,269030
2021-06-06,Number of paid jobs - 6 days,C Services,516040
2021-06-06,Number of paid jobs - 6 days,Z No Match,42500
2021-06-13,Number of paid jobs - 34 days,Total,2276590
2021-06-13,Number of paid jobs - 34 days,A Primary,96770
2021-06-13,Number of paid jobs - 34 days,B Goods Producing,430220
2021-06-13,Number of paid jobs - 34 days,C Services,1689200
2021-06-13,Number of paid jobs - 34 days,Z No Match,60390
2021-06-13,Number of paid jobs - 20 days,Total,2002340
2021-06-13,Number of paid jobs - 20 days,A Primary,76770
2021-06-13,Number of paid jobs - 20 days,B Goods Producing,369730
2021-06-13,Number of paid jobs - 20 days,C Services,1499520
2021-06-13,Number of paid jobs - 20 days,Z No Match,56320
2021-06-13,Number of paid jobs - 6 days,Total,862800
2021-06-13,Number of paid jobs - 6 days,A Primary,35680
2021-06-13,Number of paid jobs - 6 days,B Goods Producing,271870
2021-06-13,Number of paid jobs - 6 days,C Services,518070
2021-06-13,Number of paid jobs - 6 days,Z No Match,37170
2021-06-20,Number of paid jobs - 34 days,Total,2281470
2021-06-20,Number of paid jobs - 34 days,A Primary,96550
2021-06-20,Number of paid jobs - 34 days,B Goods Producing,429630
2021-06-20,Number of paid jobs - 34 days,C Services,1694390
2021-06-20,Number of paid jobs - 34 days,Z No Match,60900
2021-06-20,Number of paid jobs - 20 days,Total,2002140
2021-06-20,Number of paid jobs - 20 days,A Primary,75920
2021-06-20,Number of paid jobs - 20 days,B Goods Producing,368540
2021-06-20,Number of paid jobs - 20 days,C Services,1501420
2021-06-20,Number of paid jobs - 20 days,Z No Match,56260
2021-06-20,Number of paid jobs - 6 days,Total,857640
2021-06-20,Number of paid jobs - 6 days,A Primary,35120
2021-06-20,Number of paid jobs - 6 days,B Goods Producing,269690
2021-06-20,Number of paid jobs - 6 days,C Services,516600
2021-06-20,Number of paid jobs - 6 days,Z No Match,36230
2021-06-27,Number of paid jobs - 34 days,Total,2279610
2021-06-27,Number of paid jobs - 34 days,A Primary,96710
2021-06-27,Number of paid jobs - 34 days,B Goods Producing,429330
2021-06-27,Number of paid jobs - 34 days,C Services,1691770
2021-06-27,Number of paid jobs - 34 days,Z No Match,61790
2021-06-27,Number of paid jobs - 20 days,Total,2007700
2021-06-27,Number of paid jobs - 20 days,A Primary,75420
2021-06-27,Number of paid jobs - 20 days,B Goods Producing,368230
2021-06-27,Number of paid jobs - 20 days,C Services,1509060
2021-06-27,Number of paid jobs - 20 days,Z No Match,54980
2021-06-27,Number of paid jobs - 6 days,Total,854430
2021-06-27,Number of paid jobs - 6 days,A Primary,35270
2021-06-27,Number of paid jobs - 6 days,B Goods Producing,267510
2021-06-27,Number of paid jobs - 6 days,C Services,517260
2021-06-27,Number of paid jobs - 6 days,Z No Match,34380
2021-07-04,Number of paid jobs - 34 days,Total,2292520
2021-07-04,Number of paid jobs - 34 days,A Primary,97850
2021-07-04,Number of paid jobs - 34 days,B Goods Producing,430100
2021-07-04,Number of paid jobs - 34 days,C Services,1701210
2021-07-04,Number of paid jobs - 34 days,Z No Match,63370
2021-07-04,Number of paid jobs - 20 days,Total,2013580
2021-07-04,Number of paid jobs - 20 days,A Primary,75350
2021-07-04,Number of paid jobs - 20 days,B Goods Producing,367740
2021-07-04,Number of paid jobs - 20 days,C Services,1514040
2021-07-04,Number of paid jobs - 20 days,Z No Match,56460
2021-07-04,Number of paid jobs - 6 days,Total,855800
2021-07-04,Number of paid jobs - 6 days,A Primary,34140
2021-07-04,Number of paid jobs - 6 days,B Goods Producing,265750
2021-07-04,Number of paid jobs - 6 days,C Services,513060
2021-07-04,Number of paid jobs - 6 days,Z No Match,42850
2021-07-11,Number of paid jobs - 34 days,Total,2274900
2021-07-11,Number of paid jobs - 34 days,A Primary,96950
2021-07-11,Number of paid jobs - 34 days,B Goods Producing,426990
2021-07-11,Number of paid jobs - 34 days,C Services,1687860
2021-07-11,Number of paid jobs - 34 days,Z No Match,63090
2021-07-11,Number of paid jobs - 20 days,Total,2008780
2021-07-11,Number of paid jobs - 20 days,A Primary,76400
2021-07-11,Number of paid jobs - 20 days,B Goods Producing,367500
2021-07-11,Number of paid jobs - 20 days,C Services,1508380
2021-07-11,Number of paid jobs - 20 days,Z No Match,56500
2021-07-11,Number of paid jobs - 6 days,Total,853770
2021-07-11,Number of paid jobs - 6 days,A Primary,34960
2021-07-11,Number of paid jobs - 6 days,B Goods Producing,268010
2021-07-11,Number of paid jobs - 6 days,C Services,516490
2021-07-11,Number of paid jobs - 6 days,Z No Match,34310
2021-07-18,Number of paid jobs - 34 days,Total,2276540
2021-07-18,Number of paid jobs - 34 days,A Primary,98500
2021-07-18,Number of paid jobs - 34 days,B Goods Producing,428240
2021-07-18,Number of paid jobs - 34 days,C Services,1689630
2021-07-18,Number of paid jobs - 34 days,Z No Match,60170
2021-07-18,Number of paid jobs - 20 days,Total,2004660
2021-07-18,Number of paid jobs - 20 days,A Primary,76550
2021-07-18,Number of paid jobs - 20 days,B Goods Producing,367630
2021-07-18,Number of paid jobs - 20 days,C Services,1503770
2021-07-18,Number of paid jobs - 20 days,Z No Match,56710
2021-07-18,Number of paid jobs - 6 days,Total,835600
2021-07-18,Number of paid jobs - 6 days,A Primary,34110
2021-07-18,Number of paid jobs - 6 days,B Goods Producing,260310
2021-07-18,Number of paid jobs - 6 days,C Services,504930
2021-07-18,Number of paid jobs - 6 days,Z No Match,36250
2021-07-25,Number of paid jobs - 34 days,Total,2275400
2021-07-25,Number of paid jobs - 34 days,A Primary,99470
2021-07-25,Number of paid jobs - 34 days,B Goods Producing,430790
2021-07-25,Number of paid jobs - 34 days,C Services,1684720
2021-07-25,Number of paid jobs - 34 days,Z No Match,60410
2021-07-25,Number of paid jobs - 20 days,Total,2001810
2021-07-25,Number of paid jobs - 20 days,A Primary,77430
2021-07-25,Number of paid jobs - 20 days,B Goods Producing,369460
2021-07-25,Number of paid jobs - 20 days,C Services,1497620
2021-07-25,Number of paid jobs - 20 days,Z No Match,57300
2021-07-25,Number of paid jobs - 6 days,Total,856440
2021-07-25,Number of paid jobs - 6 days,A Primary,34720
2021-07-25,Number of paid jobs - 6 days,B Goods Producing,268590
2021-07-25,Number of paid jobs - 6 days,C Services,509830
2021-07-25,Number of paid jobs - 6 days,Z No Match,43290
2021-08-01,Number of paid jobs - 34 days,Total,2299200
2021-08-01,Number of paid jobs - 34 days,A Primary,100340
2021-08-01,Number of paid jobs - 34 days,B Goods Producing,431210
2021-08-01,Number of paid jobs - 34 days,C Services,1705560
2021-08-01,Number of paid jobs - 34 days,Z No Match,62090
2021-08-01,Number of paid jobs - 20 days,Total,2019930
2021-08-01,Number of paid jobs - 20 days,A Primary,78190
2021-08-01,Number of paid jobs - 20 days,B Goods Producing,369620
2021-08-01,Number of paid jobs - 20 days,C Services,1517590
2021-08-01,Number of paid jobs - 20 days,Z No Match,54530
2021-08-01,Number of paid jobs - 6 days,Total,838800
2021-08-01,Number of paid jobs - 6 days,A Primary,34660
2021-08-01,Number of paid jobs - 6 days,B Goods Producing,263720
2021-08-01,Number of paid jobs - 6 days,C Services,505450
2021-08-01,Number of paid jobs - 6 days,Z No Match,34970
2021-08-08,Number of paid jobs - 34 days,Total,2285300
2021-08-08,Number of paid jobs - 34 days,A Primary,98440
2021-08-08,Number of paid jobs - 34 days,B Goods Producing,428620
2021-08-08,Number of paid jobs - 34 days,C Services,1695800
2021-08-08,Number of paid jobs - 34 days,Z No Match,62440
2021-08-08,Number of paid jobs - 20 days,Total,2017060
2021-08-08,Number of paid jobs - 20 days,A Primary,77160
2021-08-08,Number of paid jobs - 20 days,B Goods Producing,368720
2021-08-08,Number of paid jobs - 20 days,C Services,1515710
2021-08-08,Number of paid jobs - 20 days,Z No Match,55470
2021-08-08,Number of paid jobs - 6 days,Total,842950
2021-08-08,Number of paid jobs - 6 days,A Primary,33550
2021-08-08,Number of paid jobs - 6 days,B Goods Producing,266240
2021-08-08,Number of paid jobs - 6 days,C Services,510960
2021-08-08,Number of paid jobs - 6 days,Z No Match,32200
2021-08-15,Number of paid jobs - 34 days,Total,2296900
2021-08-15,Number of paid jobs - 34 days,A Primary,99660
2021-08-15,Number of paid jobs - 34 days,B Goods Producing,430990
2021-08-15,Number of paid jobs - 34 days,C Services,1706240
2021-08-15,Number of paid jobs - 34 days,Z No Match,60000
2021-08-15,Number of paid jobs - 20 days,Total,2019710
2021-08-15,Number of paid jobs - 20 days,A Primary,77230
2021-08-15,Number of paid jobs - 20 days,B Goods Producing,369830
2021-08-15,Number of paid jobs - 20 days,C Services,1516390
2021-08-15,Number of paid jobs - 20 days,Z No Match,56250
2021-08-15,Number of paid jobs - 6 days,Total,851060
2021-08-15,Number of paid jobs - 6 days,A Primary,34020
2021-08-15,Number of paid jobs - 6 days,B Goods Producing,262900
2021-08-15,Number of paid jobs - 6 days,C Services,515950
2021-08-15,Number of paid jobs - 6 days,Z No Match,38190
2021-08-22,Number of paid jobs - 34 days,Total,2297460
2021-08-22,Number of paid jobs - 34 days,A Primary,100480
2021-08-22,Number of paid jobs - 34 days,B Goods Producing,431820
2021-08-22,Number of paid jobs - 34 days,C Services,1705200
2021-08-22,Number of paid jobs - 34 days,Z No Match,59960
2021-08-22,Number of paid jobs - 20 days,Total,2017070
2021-08-22,Number of paid jobs - 20 days,A Primary,77320
2021-08-22,Number of paid jobs - 20 days,B Goods Producing,369980
2021-08-22,Number of paid jobs - 20 days,C Services,1513290
2021-08-22,Number of paid jobs - 20 days,Z No Match,56480
2021-08-22,Number of paid jobs - 6 days,Total,854310
2021-08-22,Number of paid jobs - 6 days,A Primary,33900
2021-08-22,Number of paid jobs - 6 days,B Goods Producing,268660
2021-08-22,Number of paid jobs - 6 days,C Services,515740
2021-08-22,Number of paid jobs - 6 days,Z No Match,36000
2021-08-29,Number of paid jobs - 34 days,Total,2291700
2021-08-29,Number of paid jobs - 34 days,A Primary,100210
2021-08-29,Number of paid jobs - 34 days,B Goods Producing,429730
2021-08-29,Number of paid jobs - 34 days,C Services,1702560
2021-08-29,Number of paid jobs - 34 days,Z No Match,59200
2021-08-29,Number of paid jobs - 20 days,Total,2017170
2021-08-29,Number of paid jobs - 20 days,A Primary,77440
2021-08-29,Number of paid jobs - 20 days,B Goods Producing,368820
2021-08-29,Number of paid jobs - 20 days,C Services,1518170
2021-08-29,Number of paid jobs - 20 days,Z No Match,52740
2021-08-29,Number of paid jobs - 6 days,Total,857590
2021-08-29,Number of paid jobs - 6 days,A Primary,33550
2021-08-29,Number of paid jobs - 6 days,B Goods Producing,267760
2021-08-29,Number of paid jobs - 6 days,C Services,512980
2021-08-29,Number of paid jobs - 6 days,Z No Match,43290
2021-09-05,Number of paid jobs - 34 days,Total,2289320
2021-09-05,Number of paid jobs - 34 days,A Primary,101640
2021-09-05,Number of paid jobs - 34 days,B Goods Producing,431670
2021-09-05,Number of paid jobs - 34 days,C Services,1696340
2021-09-05,Number of paid jobs - 34 days,Z No Match,59670
2021-09-05,Number of paid jobs - 20 days,Total,2008620
2021-09-05,Number of paid jobs - 20 days,A Primary,78450
2021-09-05,Number of paid jobs - 20 days,B Goods Producing,369300
2021-09-05,Number of paid jobs - 20 days,C Services,1507870
2021-09-05,Number of paid jobs - 20 days,Z No Match,53010
2021-09-05,Number of paid jobs - 6 days,Total,863650
2021-09-05,Number of paid jobs - 6 days,A Primary,34330
2021-09-05,Number of paid jobs - 6 days,B Goods Producing,268420
2021-09-05,Number of paid jobs - 6 days,C Services,517190
2021-09-05,Number of paid jobs - 6 days,Z No Match,43720
2021-09-12,Number of paid jobs - 34 days,Total,2277510
2021-09-12,Number of paid jobs - 34 days,A Primary,100760
2021-09-12,Number of paid jobs - 34 days,B Goods Producing,429840
2021-09-12,Number of paid jobs - 34 days,C Services,1687660
2021-09-12,Number of paid jobs - 34 days,Z No Match,59260
2021-09-12,Number of paid jobs - 20 days,Total,2005870
2021-09-12,Number of paid jobs - 20 days,A Primary,78090
2021-09-12,Number of paid jobs - 20 days,B Goods Producing,369120
2021-09-12,Number of paid jobs - 20 days,C Services,1505610
2021-09-12,Number of paid jobs - 20 days,Z No Match,53050
2021-09-12,Number of paid jobs - 6 days,Total,867440
2021-09-12,Number of paid jobs - 6 days,A Primary,34380
2021-09-12,Number of paid jobs - 6 days,B Goods Producing,269980
2021-09-12,Number of paid jobs - 6 days,C Services,520730
2021-09-12,Number of paid jobs - 6 days,Z No Match,42340
2021-09-19,Number of paid jobs - 34 days,Total,2292930
2021-09-19,Number of paid jobs - 34 days,A Primary,100760
2021-09-19,Number of paid jobs - 34 days,B Goods Producing,432020
2021-09-19,Number of paid jobs - 34 days,C Services,1703110
2021-09-19,Number of paid jobs - 34 days,Z No Match,57040
2021-09-19,Number of paid jobs - 20 days,Total,2005620
2021-09-19,Number of paid jobs - 20 days,A Primary,77640
2021-09-19,Number of paid jobs - 20 days,B Goods Producing,370440
2021-09-19,Number of paid jobs - 20 days,C Services,1503710
2021-09-19,Number of paid jobs - 20 days,Z No Match,53820
2021-09-19,Number of paid jobs - 6 days,Total,865240
2021-09-19,Number of paid jobs - 6 days,A Primary,33790
2021-09-19,Number of paid jobs - 6 days,B Goods Producing,270330
2021-09-19,Number of paid jobs - 6 days,C Services,518730
2021-09-19,Number of paid jobs - 6 days,Z No Match,42380
2021-09-26,Number of paid jobs - 34 days,Total,2298460
2021-09-26,Number of paid jobs - 34 days,A Primary,100680
2021-09-26,Number of paid jobs - 34 days,B Goods Producing,433270
2021-09-26,Number of paid jobs - 34 days,C Services,1706920
2021-09-26,Number of paid jobs - 34 days,Z No Match,57580
2021-09-26,Number of paid jobs - 20 days,Total,2010570
2021-09-26,Number of paid jobs - 20 days,A Primary,78190
2021-09-26,Number of paid jobs - 20 days,B Goods Producing,372020
2021-09-26,Number of paid jobs - 20 days,C Services,1505990
2021-09-26,Number of paid jobs - 20 days,Z No Match,54380
2021-09-26,Number of paid jobs - 6 days,Total,840650
2021-09-26,Number of paid jobs - 6 days,A Primary,33340
2021-09-26,Number of paid jobs - 6 days,B Goods Producing,266920
2021-09-26,Number of paid jobs - 6 days,C Services,501940
2021-09-26,Number of paid jobs - 6 days,Z No Match,38460
2021-10-03,Number of paid jobs - 34 days,Total,2311390
2021-10-03,Number of paid jobs - 34 days,A Primary,102410
2021-10-03,Number of paid jobs - 34 days,B Goods Producing,435090
2021-10-03,Number of paid jobs - 34 days,C Services,1715100
2021-10-03,Number of paid jobs - 34 days,Z No Match,58780
